dataset,idx,variant_id,transform,target,validation_note,ai_label,ai_risk,ai_exclude_from_metrics,ai_notes
codexglue,23504,23504__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-b4d16b4495b732888e12baf5b8a7e9bf2665e22b-173-after,bigvul-b4d16b4495b732888e12baf5b8a7e9bf2665e22b-173-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-67d9b414fa64448abc398ae9fc57c3ddf5de5998-401-after,bigvul-67d9b414fa64448abc398ae9fc57c3ddf5de5998-401-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-48900cb6af4282fa0fb6ff4d72a81aa3dadb5c39-2087-after,bigvul-48900cb6af4282fa0fb6ff4d72a81aa3dadb5c39-2087-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-b944f670bb7a8a919daac497a4ea0536c954c201-1485-after,bigvul-b944f670bb7a8a919daac497a4ea0536c954c201-1485-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-e89cfcb9090e8c98129ae9160c513f504db74599-1683-after,bigvul-e89cfcb9090e8c98129ae9160c513f504db74599-1683-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-7a9cdebdcc17e426fb5287e4a82db1dfe86339b2-1024-after,bigvul-7a9cdebdcc17e426fb5287e4a82db1dfe86339b2-1024-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-360e95d45ac4123255a4c796db96337f332160ad#diff-d643a0fa169471dbf2912f4866dc49c5-66-after,bigvul-360e95d45ac4123255a4c796db96337f332160ad#diff-d643a0fa169471dbf2912f4866dc49c5-66-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-9c78a04df4e44ef6487eee99c4258397f4fdca55-1152-after,bigvul-9c78a04df4e44ef6487eee99c4258397f4fdca55-1152-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-51aa68e7d57e3217192d88ce90fd5b8ef29ec94f-2889-after,bigvul-51aa68e7d57e3217192d88ce90fd5b8ef29ec94f-2889-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-8af619009660b24e0b41ad26b30289eea288fcc2-38-after,bigvul-8af619009660b24e0b41ad26b30289eea288fcc2-38-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-b690371bbf97794b4a1d3f295d4fb9a8b05d402d-2433-after,bigvul-b690371bbf97794b4a1d3f295d4fb9a8b05d402d-2433-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-d27468a832d5316884bd02f459cbf493697fd7e1-843-after,bigvul-d27468a832d5316884bd02f459cbf493697fd7e1-843-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-248385c606620b29ecc96ca9d3603463f879652b-440-after,bigvul-248385c606620b29ecc96ca9d3603463f879652b-440-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-ec14f31eca3a51f665432973552ee575635132b3-2644-after,bigvul-ec14f31eca3a51f665432973552ee575635132b3-2644-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-fa7438a0ff4033e4741c807394a9af6207940d71-1382-after,bigvul-fa7438a0ff4033e4741c807394a9af6207940d71-1382-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-0654414afcce51a16d35d05060190a3ec4618d42-72-after,bigvul-0654414afcce51a16d35d05060190a3ec4618d42-72-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-5e5571d1a431eb3c61977b6dd6ec90186ef79867-2496-after,bigvul-5e5571d1a431eb3c61977b6dd6ec90186ef79867-2496-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-eee5cc2702929fd41cce28058dc6d6717f723f87-2445-after,bigvul-eee5cc2702929fd41cce28058dc6d6717f723f87-2445-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-0328261c41b1b7495e1d4d4cf958f41a08aff38b-2026-after,bigvul-0328261c41b1b7495e1d4d4cf958f41a08aff38b-2026-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-f5c7f5dfbaf0d2f7d946d0fe86f08e6bcb36ed0d-1794-after,bigvul-f5c7f5dfbaf0d2f7d946d0fe86f08e6bcb36ed0d-1794-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-864745d291b5ba80ea0bd0edcbe67273de368836-2617-after,bigvul-864745d291b5ba80ea0bd0edcbe67273de368836-2617-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-715230a44310a8cf66fbfb5a46f9a62a9b2de424-710-after,bigvul-715230a44310a8cf66fbfb5a46f9a62a9b2de424-710-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-c5759e7b76f5bf844be6c6641cc1b356bbc83869-513-after,bigvul-c5759e7b76f5bf844be6c6641cc1b356bbc83869-513-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-74c1ec481b33194dc7a428f2d58fc89640b313ae-2158-after,bigvul-74c1ec481b33194dc7a428f2d58fc89640b313ae-2158-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-bceb03fd2be95097a7b409ea59914f332fb6bc86-1114-after,bigvul-bceb03fd2be95097a7b409ea59914f332fb6bc86-1114-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-ce1a9c0e454b08c96ca73788a1b4dccb405ce027-2354-after,bigvul-ce1a9c0e454b08c96ca73788a1b4dccb405ce027-2354-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-c501a58f8d5650c8ba21d447c0d6f07eafcb0f15-2000-after,bigvul-c501a58f8d5650c8ba21d447c0d6f07eafcb0f15-2000-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-65c49d5b382de4085ee5668732bcb0f6ecaf7148-2422-after,bigvul-65c49d5b382de4085ee5668732bcb0f6ecaf7148-2422-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-0ab5fab4939150bd0f30ada8a4bf6eb0f69d66c1-1717-after,bigvul-0ab5fab4939150bd0f30ada8a4bf6eb0f69d66c1-1717-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-79462ad02e861803b3840cc782248c7359451cd9-2886-after,bigvul-79462ad02e861803b3840cc782248c7359451cd9-2886-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-b6878d9e03043695dbf3fa1caa6dfc09db225b16-1847-after,bigvul-b6878d9e03043695dbf3fa1caa6dfc09db225b16-1847-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-93362fa47fe98b62e4a34ab408c4a418432e7939-2148-after,bigvul-93362fa47fe98b62e4a34ab408c4a418432e7939-2148-after__blank_line_expansion,blank_line_expansion,0,blank lines inserted after semicolons,preserved,low,false,Whitespace-only layout change; no executable token is intentionally introduced. Whitespace-normalized code matches.
bigvul,bigvul-a0fe4d88137213aa24fbb16fd7eec34533345c9b-1556-after,bigvul-a0fe4d88137213aa24fbb16fd7eec34533345c9b-1556-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-7bbb91fbf47fc0775cc9705673caf0c47a81f94b-116-after,bigvul-7bbb91fbf47fc0775cc9705673caf0c47a81f94b-116-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-10cbaf017570ba6454174c55b844647aa6a9b3b4-2473-after,bigvul-10cbaf017570ba6454174c55b844647aa6a9b3b4-2473-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-c4a4dfb26615b5ef5e9dcc730ef43f70ce9202e2-620-after,bigvul-c4a4dfb26615b5ef5e9dcc730ef43f70ce9202e2-620-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-ee8d6fd30b022ac2c87b7a190c954e7bb3c9b21e-7-after,bigvul-ee8d6fd30b022ac2c87b7a190c954e7bb3c9b21e-7-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-1dcd10aceabbc03bf571ea32b892c522cbe923de-1555-before,bigvul-1dcd10aceabbc03bf571ea32b892c522cbe923de-1555-before__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-e248db02fbab2ee9162940bc19f087fd7d96cb9d-1867-after,bigvul-e248db02fbab2ee9162940bc19f087fd7d96cb9d-1867-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-c0c8978849ac57e4ecd613ddc8ff7852a2054734-2390-before,bigvul-c0c8978849ac57e4ecd613ddc8ff7852a2054734-2390-before__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-10cbaf017570ba6454174c55b844647aa6a9b3b4-93-after,bigvul-10cbaf017570ba6454174c55b844647aa6a9b3b4-93-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-0bd1a6ddb5fb23dfea3e72d60e5e8df4cf5826bc-2236-after,bigvul-0bd1a6ddb5fb23dfea3e72d60e5e8df4cf5826bc-2236-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-23a52bd208885df236cde3ad2cd162b094c0bbe4-657-after,bigvul-23a52bd208885df236cde3ad2cd162b094c0bbe4-657-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-744c2a2d90c3c9a33c818e1ea4b7ccb5010663a0-854-after,bigvul-744c2a2d90c3c9a33c818e1ea4b7ccb5010663a0-854-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-f911e11e7f6b5c0d6f5ee694a9871de6619889f7-1192-after,bigvul-f911e11e7f6b5c0d6f5ee694a9871de6619889f7-1192-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-2db5a2048dfcacfe5ad4311c2b1e435c4c67febc-1855-after,bigvul-2db5a2048dfcacfe5ad4311c2b1e435c4c67febc-1855-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-e93dc535728da259ec16d1c3cc393f80b25f64ae-2182-after,bigvul-e93dc535728da259ec16d1c3cc393f80b25f64ae-2182-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-ac8bd041b81e46e4e4fcd5021aaa5499703952e6-2329-after,bigvul-ac8bd041b81e46e4e4fcd5021aaa5499703952e6-2329-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-d2632f6483a3ceb5d8e0a5fb11142c51c43978b4-425-after,bigvul-d2632f6483a3ceb5d8e0a5fb11142c51c43978b4-425-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-74aaa70032784e7cf00256821f29b2b53edb6589-122-after,bigvul-74aaa70032784e7cf00256821f29b2b53edb6589-122-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-5472db1c7eca35822219d03be5c817d9a9258c11-1413-after,bigvul-5472db1c7eca35822219d03be5c817d9a9258c11-1413-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-c2364e0ce42878a2177c6f4cf7adb3c715b777c1-930-after,bigvul-c2364e0ce42878a2177c6f4cf7adb3c715b777c1-930-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-f8675cbb337440a11bf9afb10ea11bae42bb92cb-1640-after,bigvul-f8675cbb337440a11bf9afb10ea11bae42bb92cb-1640-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-18d67244984a574ba2dd8779faabc0e3e34f4b76-21-after,bigvul-18d67244984a574ba2dd8779faabc0e3e34f4b76-21-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-f1574f25e1402e748bf2bd7e28ce3dd96ceb1ca4-1159-after,bigvul-f1574f25e1402e748bf2bd7e28ce3dd96ceb1ca4-1159-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-ee7579229ff7e9e5ae28bf53aea069251499d7da-920-after,bigvul-ee7579229ff7e9e5ae28bf53aea069251499d7da-920-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-d27468a832d5316884bd02f459cbf493697fd7e1-1559-after,bigvul-d27468a832d5316884bd02f459cbf493697fd7e1-1559-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-6a7063ae61cf031630b48bdcdb09863ffc199962-913-after,bigvul-6a7063ae61cf031630b48bdcdb09863ffc199962-913-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-8262245d384be025f13e2a5b3a03b7e5c98374ce-851-after,bigvul-8262245d384be025f13e2a5b3a03b7e5c98374ce-851-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-181c7400b2bf50ba02ac77149749fb419b4d4797-1185-after,bigvul-181c7400b2bf50ba02ac77149749fb419b4d4797-1185-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-6a7063ae61cf031630b48bdcdb09863ffc199962-913-before,bigvul-6a7063ae61cf031630b48bdcdb09863ffc199962-913-before__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-cd0bd79d6ebdb72183e6f0833673464cc10b3600-28-before,bigvul-cd0bd79d6ebdb72183e6f0833673464cc10b3600-28-before__brace_line_shift,brace_line_shift,1,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-6c5d779aaf0dec9628da8a20751e95fd09554b14-1101-after,bigvul-6c5d779aaf0dec9628da8a20751e95fd09554b14-1101-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-a03d4448faf2c40f4ef444a88cb9aace5b98e8c4-1584-after,bigvul-a03d4448faf2c40f4ef444a88cb9aace5b98e8c4-1584-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-f8f6ed59949be4451ee2f5443d8a313f102fde60-2290-after,bigvul-f8f6ed59949be4451ee2f5443d8a313f102fde60-2290-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-6a60f01228557982e6508c5919cc21fcfddf110b-2477-after,bigvul-6a60f01228557982e6508c5919cc21fcfddf110b-2477-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-18d67244984a574ba2dd8779faabc0e3e34f4b76-107-after,bigvul-18d67244984a574ba2dd8779faabc0e3e34f4b76-107-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-2198be3483259de374f91e57d247d0fc667aef29-404-after,bigvul-2198be3483259de374f91e57d247d0fc667aef29-404-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-648cbc15a6830523b3a4eb78d674f059bd2a7ce9-348-after,bigvul-648cbc15a6830523b3a4eb78d674f059bd2a7ce9-348-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-c71d8045ce0592cf3f4290744ab57b23c1d1b4c6-1261-after,bigvul-c71d8045ce0592cf3f4290744ab57b23c1d1b4c6-1261-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-18d67244984a574ba2dd8779faabc0e3e34f4b76-2813-after,bigvul-18d67244984a574ba2dd8779faabc0e3e34f4b76-2813-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-fc790462b4f248712bbc8c3734664dd6b05f80f2-959-after,bigvul-fc790462b4f248712bbc8c3734664dd6b05f80f2-959-after__brace_line_shift,brace_line_shift,0,first function opening brace shifted,preserved,low,false,Opening-brace layout change; statement order and expressions are intentionally preserved. Whitespace-normalized code matches.
bigvul,bigvul-844864fbae66935951529408831c2f22367a57b6-1389-after,bigvul-844864fbae66935951529408831c2f22367a57b6-1389-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-6a76f8c0ab19f215af2a3442870eeb5f0e81998d-1772-after,bigvul-6a76f8c0ab19f215af2a3442870eeb5f0e81998d-1772-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-0ddcff49b672239dda94d70d0fcf50317a9f4b51-468-after,bigvul-0ddcff49b672239dda94d70d0fcf50317a9f4b51-468-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-7b2d314a61fd0e12f47c62996cb49ec0d1ba747a-795-after,bigvul-7b2d314a61fd0e12f47c62996cb49ec0d1ba747a-795-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-634c5943f46abe8c6280079f6d394dfee08c3c8f-1779-after,bigvul-634c5943f46abe8c6280079f6d394dfee08c3c8f-1779-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-6aeee47b2cd47915ccfa3b41433a3f57aea24dd5-2187-after,bigvul-6aeee47b2cd47915ccfa3b41433a3f57aea24dd5-2187-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-8725c99ffa41778f382ca97233183bcd687bb0ce-1811-after,bigvul-8725c99ffa41778f382ca97233183bcd687bb0ce-1811-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-a550daeecf6bc689ade371349892ea17b5b97c77-1617-after,bigvul-a550daeecf6bc689ade371349892ea17b5b97c77-1617-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-54a20552e1eae07aa240fa370a0293e006b5faed-2628-after,bigvul-54a20552e1eae07aa240fa370a0293e006b5faed-2628-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-f36525c5beafb78959c3a07d6622c9028de348da-2012-after,bigvul-f36525c5beafb78959c3a07d6622c9028de348da-2012-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-5e5571d1a431eb3c61977b6dd6ec90186ef79867-712-after,bigvul-5e5571d1a431eb3c61977b6dd6ec90186ef79867-712-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-b3f456a8ceefac6e9f2e9acc2ea0c159d412b595-2044-after,bigvul-b3f456a8ceefac6e9f2e9acc2ea0c159d412b595-2044-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-a6f7726de20450074a01493e4e85409ce3f2595a-1318-after,bigvul-a6f7726de20450074a01493e4e85409ce3f2595a-1318-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-bceaa90240b6019ed73b49965eac7d167610be69-2149-after,bigvul-bceaa90240b6019ed73b49965eac7d167610be69-2149-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-eb0fb72b3c5307ec8e33effb6bf947e38cfdffe8-2492-after,bigvul-eb0fb72b3c5307ec8e33effb6bf947e38cfdffe8-2492-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
bigvul,bigvul-1a51410abe7d0ee4b1d112780f46df87d3621043-1566-after,bigvul-1a51410abe7d0ee4b1d112780f46df87d3621043-1566-after__code_normalization_abstraction,code_normalization_abstraction,0,parenthesized simple return expressions,preserved,low,false,Parenthesizes simple return expressions; value and control flow are intended to remain unchanged.
